"index","target_flag","target_amt","kidsdriv","homekids","parent1","mstatus","sex","education","job","travtime","car_use","bluebook","tif","car_type","red_car","oldclaim","clm_freq","revoked","mvr_pts","urbanicity","car_age","home_val","yoj","income","age"
1337,"0",0,0,0,"N","Y","F","Bachelors","Student",42,"Commercial",7590,7,"Minivan","N",2988,1,"N",2,"Urban",14,0,14,14632,47
1338,"0",0,0,0,"N","Y","M","PhD","Doctor",30,"Private",7830,1,"Minivan","Y",5782,3,"N",0,"Urban",13,183979,13,40564,48
1339,"0",0,0,0,"N","N","F","High School","Clerical",24,"Private",8710,1,"SUV","N",0,0,"N",2,"Rural",8,0,9,24492,39
1340,"0",0,0,3,"N","Y","M","High School","Clerical",48,"Commercial",20970,1,"Van","Y",0,0,"N",0,"Rural",1,255595,14,64665,45
1341,"1",2856,0,2,"N","Y","M","Bachelors","Blue Collar",41,"Commercial",20750,1,"Minivan","Y",8403,1,"N",6,"Urban",10,193644,14,58833,38
1343,"0",0,0,0,"N","Y","F","High School","Blue Collar",38,"Private",5000,7,"SUV","N",0,0,"N",0,"Rural",6,196320,12,35024,51
1344,"0",0,1,1,"Y","N","M","High School","Blue Collar",34,"Private",12190,1,"Pickup","N",0,0,"N",1,"Rural",4,0,12,16950,36
1345,"1",3242,0,0,"N","N","M","High School","Clerical",22,"Commercial",11700,4,"Pickup","Y",7228,1,"N",8,"Urban",7,0,7,10678,30
1346,"0",0,0,2,"N","Y","M","High School","Manager",23,"Commercial",11630,1,"Pickup","N",0,0,"N",0,"Urban",1,208613,13,57267,44
1347,"1",1397,0,3,"N","Y","F","High School","Clerical",38,"Private",1500,6,"SUV","N",3230,2,"N",4,"Urban",1,104742,15,13003,24
1349,"1",7692,2,3,"N","Y","M","PhD",NA,15,"Commercial",19810,6,"Van","Y",0,0,"N",0,"Urban",12,406547,11,145073,38
1350,"0",0,0,0,"N","Y","M","Bachelors","Manager",28,"Private",17640,10,"Minivan","Y",0,0,"N",3,"Urban",13,219205,10,70590,49
1351,"1",4007,0,1,"Y","N","F","High School","Clerical",30,"Private",14790,11,"Minivan","N",6373,1,"N",5,"Urban",1,0,11,21400,32
1352,"1",2193,1,2,"N","Y","F","High School","Home Maker",38,"Private",22010,1,"Pickup","N",3226,2,"N",5,"Urban",3,69014,12,4344,40
1354,"0",0,0,0,"N","Y","M","PhD","Manager",34,"Private",1500,1,"Minivan","Y",0,0,"N",2,"Urban",16,340102,14,126896,50
1355,"1",1749,0,0,"N","Y","M","Bachelors","Student",46,"Commercial",3800,1,"Minivan","Y",30922,2,"Y",6,"Urban",1,0,10,5442,22
1356,"1",4617,0,2,"Y","N","F","High School","Blue Collar",53,"Private",10650,1,"Sports Car","N",6697,3,"N",4,"Urban",4,0,10,53532,38
1357,"1",22244,0,0,"N","N","M","Bachelors","Blue Collar",41,"Commercial",20730,6,"Van","Y",0,0,"N",2,"Urban",1,0,6,82608,42
1358,"1",33591,0,0,"N","N","M","High School","Blue Collar",71,"Private",12540,6,"Minivan","Y",0,0,"N",5,"Urban",8,159195,11,13148,49
1359,"1",4021,0,1,"Y","N","F","High School","Blue Collar",5,"Private",7910,1,"SUV","N",2616,4,"N",1,"Urban",1,0,9,37130,27
1360,"0",0,0,0,"N","N","M","Bachelors","Student",47,"Private",8870,7,"SUV","N",0,0,"N",0,"Rural",3,0,12,11668,62
1361,"0",0,0,1,"N","Y","F","High School","Student",32,"Private",12990,6,"SUV","N",0,0,"N",0,"Urban",1,0,17,5306,45
1362,"0",0,0,0,"N","Y","M","High School","Clerical",49,"Private",9180,10,"Minivan","Y",18289,2,"N",6,"Urban",1,177436,8,45152,44
1364,"0",0,0,2,"N","Y","F","High School","Clerical",68,"Private",4120,1,"Sports Car","N",5833,1,"N",0,"Rural",1,165178,13,26226,30
1365,"0",0,1,1,"N","Y","M","Bachelors","Professional",24,"Commercial",20250,3,"Van","N",5040,1,"N",0,"Urban",6,390144,12,149453,38
1366,"0",0,0,4,"N","Y","F","High School","Clerical",15,"Private",8370,3,"SUV","N",0,0,"N",2,"Rural",4,136298,19,30735,38
1367,"0",0,0,0,"N","N","F","High School","Clerical",35,"Private",5100,11,"SUV","N",0,0,"N",0,"Rural",1,0,7,36990,36
1368,"0",0,0,1,"N","Y","M","PhD",NA,38,"Commercial",19190,8,"Van","N",0,0,"N",0,"Urban",8,343404,10,112685,34
1369,"1",3762,0,0,"N","N","F","Bachelors","Blue Collar",29,"Commercial",16880,10,"SUV","N",0,0,"Y",0,"Urban",13,0,13,55138,41
1370,"0",0,0,0,"N","N","M","High School","Blue Collar",25,"Private",6960,13,"Pickup","Y",0,0,"N",0,"Urban",8,175922,12,23406,52
1373,"0",0,0,0,"N","N","F","Masters","Lawyer",59,"Private",9770,6,"SUV","N",0,0,"N",0,"Urban",19,208431,12,82660,42
1374,"0",0,0,0,"N","Y","M","Masters","Lawyer",29,"Private",18640,1,"Van","N",0,0,"N",2,"Urban",17,347068,14,125379,46
1375,"1",1758,0,0,"N","Y","F","High School","Home Maker",24,"Private",8000,1,"Sports Car","N",37129,2,"Y",0,"Urban",6,94474,0,0,65
1376,"0",0,0,0,"N","Y","F","Masters","Lawyer",59,"Private",16430,11,"SUV","N",9849,3,"N",3,"Urban",19,349652,8,137279,59
1377,"0",0,0,2,"N","Y","F","High School","Clerical",23,"Private",10750,9,"SUV","N",7476,3,"N",2,"Urban",1,213376,10,52102,32
1379,"1",4289,0,0,"N","N","M","High School","Blue Collar",24,"Commercial",12970,10,"Minivan","Y",8917,1,"Y",5,"Rural",1,0,10,57607,47
1380,"0",0,0,0,"N","Y","M","High School","Student",5,"Commercial",1500,9,"Minivan","Y",7160,3,"N",0,"Urban",1,0,0,0,35
1383,"1",1669,0,0,"N","Y","M","High School","Manager",35,"Private",19990,4,"Van","Y",0,0,"N",0,"Urban",1,164614,11,65979,51
1384,"0",0,0,0,"N","Y","F","Masters","Lawyer",35,"Private",20720,4,"Pickup","N",1826,3,"N",0,"Urban",15,258068,14,79941,45
1385,"0",0,0,3,"N","Y","F","Bachelors","Student",40,"Commercial",12830,1,"SUV","N",0,0,"N",0,"Rural",5,0,0,0,41
1386,"0",0,0,0,"N","Y","F","Masters","Professional",20,"Private",21080,7,"SUV","N",0,0,"N",0,"Urban",5,255588,7,76916,51
1387,"0",0,0,1,"N","Y","F","High School","Clerical",21,"Private",26470,7,"Pickup","N",0,0,"N",0,"Rural",1,173591,14,39140,43
1388,"1",2034,0,2,"N","Y","F","High School","Clerical",54,"Private",5100,1,"SUV","N",0,0,"N",0,"Urban",1,152463,12,39400,36
1389,"1",2753,1,2,"N","Y","F","Bachelors","Home Maker",26,"Private",7070,1,"Sports Car","N",982,3,"N",1,"Urban",6,80883,0,0,37
1390,"0",0,0,0,"N","Y","F","High School","Home Maker",36,"Private",1500,7,"SUV","N",0,0,"N",1,"Rural",8,97040,0,0,44
1391,"0",0,0,0,"N","N","M","Masters","Lawyer",5,"Private",6800,10,"Pickup","Y",0,0,"N",0,"Rural",1,0,13,117854,53
1392,"1",4868,0,0,"N","Y","F","Masters","Home Maker",23,"Commercial",23060,17,"Pickup","N",8752,3,"N",0,"Urban",18,121454,0,0,47
1395,"0",0,0,0,"N","N","F","Masters","Home Maker",24,"Private",22770,4,"Minivan","N",0,0,"N",1,"Rural",16,0,10,37360,46
1396,"1",4451,0,0,"N","Y","M","Bachelors","Professional",38,"Commercial",21620,7,"Van","N",5222,1,"N",2,"Urban",1,276929,12,102604,37
1397,"0",0,0,0,"N","Y","M","Bachelors","Blue Collar",59,"Commercial",15390,1,"Minivan","Y",0,0,"N",0,"Rural",9,335737,15,118666,56
1399,"0",0,0,0,"N","N","F","PhD","Home Maker",33,"Private",25950,1,"Minivan","N",2367,1,"N",5,"Urban",10,136383,9,12336,53
1400,"0",0,0,1,"N","Y","F","High School","Clerical",48,"Private",9140,6,"Sports Car","N",7567,1,"N",0,"Rural",1,169080,12,50402,26
1401,"0",0,1,1,"Y","N","F","High School","Blue Collar",20,"Private",4510,1,"Sports Car","N",14646,1,"N",0,"Rural",3,57484,10,30120,40
1402,"1",4419,0,0,"N","N","M","Bachelors","Blue Collar",34,"Commercial",6700,10,"Pickup","N",5524,2,"N",2,"Urban",16,0,7,64531,52
1403,"0",0,0,0,"N","Y","F","High School","Clerical",21,"Private",9540,1,"SUV","N",0,0,"N",0,"Urban",9,81891,14,17557,50
1406,"1",3643,1,2,"Y","N","F","Bachelors","Professional",64,"Private",14130,1,"Sports Car","N",6265,2,"N",0,"Urban",8,251826,7,89343,37
1407,"0",0,0,2,"N","Y","M","High School","Clerical",57,"Private",12160,10,"Minivan","N",0,0,"N",1,"Rural",1,220417,16,63612,43
1408,"0",0,0,0,"N","N","F","Bachelors","Blue Collar",49,"Private",9550,1,"Minivan","N",0,0,"N",0,"Urban",1,0,8,63752,47
1409,"0",0,0,0,"N","N","F","High School","Home Maker",27,"Private",5600,10,"SUV","N",1391,1,"N",1,"Urban",6,94434,12,17996,41
1410,"0",0,0,0,"N","N","M","Masters","Professional",56,"Private",14620,3,"Minivan","N",0,0,"N",0,"Urban",14,0,11,102410,51
1411,"0",0,1,1,"N","Y","M","High School","Blue Collar",55,"Commercial",17900,1,"Van","N",0,0,"N",0,"Rural",9,223484,12,70673,39
1412,"0",0,0,0,"N","N","F","High School","Home Maker",5,"Private",8640,1,"SUV","N",0,0,"N",4,"Urban",1,0,0,0,48
1413,"0",0,0,2,"N","Y","F","Bachelors","Blue Collar",56,"Commercial",8390,10,"SUV","N",0,0,"N",0,"Urban",6,202455,12,55229,34
1414,"0",0,0,0,"N","Y","M","Bachelors","Professional",34,"Commercial",42010,4,"Panel Truck","Y",6138,1,"N",8,"Urban",8,270550,8,77886,58
1415,"1",931,0,0,"N","N","M","Bachelors","Professional",51,"Commercial",23040,1,"Panel Truck","N",0,0,"N",3,"Urban",7,165806,5,59972,34
1416,"0",0,0,0,"N","N","M","High School","Blue Collar",39,"Commercial",21660,6,"Van","N",0,0,"N",0,"Rural",1,0,6,39273,43
1417,"0",0,0,0,"N","Y","F","Bachelors","Manager",34,"Private",33240,6,"SUV","N",0,0,"N",2,"Urban",12,300906,7,114636,37
1418,"0",0,0,0,"N","N","F","High School","Home Maker",40,"Private",8390,6,"Sports Car","N",0,0,"N",4,"Rural",6,152144,10,27907,41
1420,"1",7406,2,2,"N","Y","M","Masters","Manager",47,"Commercial",22310,1,"Van","Y",3816,3,"N",5,"Urban",15,107774,14,12339,40
1422,"0",0,0,2,"N","Y","F","Masters","Lawyer",14,"Private",21720,1,"Pickup","N",0,0,"N",1,"Urban",15,296277,15,97610,43
1423,"0",0,0,2,"N","Y","F","High School","Blue Collar",57,"Private",17630,10,"SUV","N",0,0,"N",3,"Rural",9,245925,12,78213,30
1424,"0",0,0,0,"N","Y","M","High School","Blue Collar",47,"Commercial",12100,1,"Minivan","Y",1738,1,"N",0,"Urban",9,140727,6,22019,42
1425,"0",0,1,2,"Y","N","F","Masters","Lawyer",18,"Private",25990,1,"Minivan","N",0,0,"Y",3,"Urban",14,0,15,79648,41
1427,"0",0,0,0,"N","Y","M","Bachelors","Blue Collar",63,"Commercial",10510,4,"Minivan","N",0,0,"N",0,"Urban",13,264840,11,69616,47
1428,"1",8484,0,2,"N","Y","F","High School","Clerical",29,"Commercial",16200,4,"Pickup","N",0,0,"N",1,"Urban",1,172043,13,26413,29
1429,"0",0,0,0,"N","Y","M","High School","Blue Collar",36,"Private",5400,1,"Pickup","N",4843,3,"N",0,"Urban",1,151255,12,31615,38
1430,"1",8162,0,0,"N","N","M","High School","Blue Collar",69,"Commercial",11100,14,"Sports Car","N",4821,3,"N",7,"Urban",1,0,12,34033,62
1432,"0",0,0,2,"Y","N","F","Bachelors","Professional",25,"Private",19600,4,"Sports Car","N",3220,3,"N",0,"Urban",7,240520,13,68328,41
1433,"0",0,0,0,"N","N","M","Bachelors","Student",25,"Commercial",12030,1,"Minivan","Y",0,0,"N",0,"Urban",14,0,0,0,47
1434,"1",4026,0,2,"N","Y","F","High School","Clerical",50,"Private",6640,4,"SUV","N",17308,3,"Y",6,"Urban",1,98357,10,23427,28
1436,"0",0,0,2,"Y","N","F","Bachelors","Blue Collar",28,"Commercial",23560,6,"Pickup","N",0,0,"N",3,"Urban",9,304438,11,134792,30
1439,"0",0,0,0,"N","Y","F","Bachelors","Home Maker",33,"Private",6850,6,"SUV","N",0,0,"N",0,"Urban",5,116360,12,4542,49
1440,"0",0,0,0,"N","Y","M","PhD","Manager",22,"Private",13850,4,"Minivan","Y",0,0,"N",3,"Urban",15,227305,13,70494,53
1441,"1",4027,0,1,"N","Y","F","High School","Student",53,"Private",11630,1,"SUV","N",9624,2,"N",6,"Urban",1,0,0,0,35
1443,"0",0,0,3,"N","Y","F","Bachelors","Manager",34,"Private",17170,10,"Minivan","N",0,0,"N",2,"Urban",8,281910,17,96169,40
1444,"0",0,1,4,"N","Y","M","High School","Blue Collar",57,"Commercial",27910,10,"Panel Truck","Y",4858,2,"N",0,"Urban",1,154796,16,38819,41
1445,"0",0,0,0,"N","Y","M","PhD",NA,20,"Commercial",35190,1,"Panel Truck","Y",0,0,"N",0,"Rural",15,403989,11,176680,50
1446,"0",0,0,0,"N","Y","F","High School","Clerical",48,"Commercial",17920,9,"SUV","N",0,0,"N",1,"Rural",1,129556,12,20850,45
1447,"0",0,0,0,"N","Y","M","Masters","Lawyer",29,"Private",12710,6,"Minivan","Y",0,0,"N",2,"Urban",14,232678,12,55119,57
1448,"0",0,0,0,"N","Y","M","Masters","Lawyer",49,"Private",9460,7,"Minivan","Y",0,0,"N",0,"Urban",10,167006,14,27616,52
1449,"0",0,0,1,"Y","N","M","High School","Blue Collar",46,"Commercial",22590,6,"Panel Truck","N",1799,4,"N",2,"Urban",1,0,9,44138,40
1450,"0",0,0,0,"N","Y","M","Masters",NA,5,"Commercial",26200,6,"Panel Truck","Y",0,0,"N",0,"Urban",11,418686,12,155634,54
1451,"0",0,0,0,"N","Y","M","High School","Blue Collar",39,"Commercial",9830,9,"Pickup","N",1434,2,"N",0,"Urban",8,157907,9,38290,45
1452,"0",0,0,1,"Y","N","F","Bachelors","Clerical",12,"Private",8550,1,"SUV","N",0,0,"N",0,"Urban",1,0,10,38500,32
1453,"0",0,0,2,"N","Y","F","Masters","Manager",30,"Private",22040,11,"Minivan","N",0,0,"N",0,"Urban",14,177328,14,46751,42
1454,"1",3440,0,3,"Y","N","F","High School","Home Maker",34,"Private",7810,1,"Sports Car","N",31379,5,"Y",5,"Urban",6,0,0,0,33
1455,"0",0,0,0,"N","Y","M","PhD",NA,38,"Commercial",24280,6,"Panel Truck","Y",0,0,"N",0,"Urban",10,281482,13,88865,53
1456,"0",0,0,0,"N","N","M","PhD","Manager",23,"Commercial",32530,1,"Panel Truck","Y",0,0,"N",0,"Urban",10,0,12,169708,49
1457,"0",0,0,0,"N","Y","M","Bachelors","Professional",57,"Private",21910,3,"Minivan","Y",0,0,"N",0,"Rural",8,204795,13,49208,41
1458,"0",0,0,0,"N","N","F","Bachelors","Manager",30,"Private",17930,1,"Sports Car","N",4037,1,"N",0,"Urban",10,0,5,54545,52
1459,"0",0,0,1,"Y","N","F","Masters","Manager",11,"Private",31110,1,"SUV","N",0,0,"N",0,"Urban",13,435509,6,153565,45
1460,"0",0,1,3,"Y","N","F","Bachelors","Student",31,"Commercial",11840,10,"Sports Car","N",30363,2,"Y",0,"Urban",9,0,0,8014,40
1461,"0",0,0,0,"N","Y","M","High School","Blue Collar",9,"Commercial",38210,6,"Minivan","Y",0,0,"N",2,"Urban",1,289825,6,93543,48
1462,"1",6111,2,2,"N","Y","M","High School","Clerical",34,"Private",7160,3,"Pickup","Y",0,0,"N",2,"Urban",1,158720,5,16575,40
1463,"0",0,0,0,"N","Y","F","PhD","Home Maker",47,"Private",15290,10,"Sports Car","N",1344,4,"N",5,"Urban",12,82620,0,0,39
1465,"0",0,0,0,"N","Y","M","Masters","Lawyer",45,"Private",26420,1,"Minivan","N",5555,3,"N",4,"Urban",10,303050,12,103454,54
1466,"0",0,0,0,"N","Y","F","Bachelors","Manager",27,"Private",13470,6,"Minivan","N",0,0,"N",0,"Urban",11,238724,13,77737,42
1467,"1",1335,0,0,"N","Y","M","Bachelors","Professional",50,"Commercial",32270,7,"Panel Truck","N",0,0,"Y",0,"Urban",7,212757,10,67263,45
1468,"0",0,0,0,"N","Y","F","Masters","Manager",25,"Private",19880,10,"SUV","N",0,0,"N",0,"Urban",15,327205,14,123536,50
1469,"0",0,0,0,"N","Y","M","High School","Professional",46,"Private",11330,11,"Pickup","N",2721,4,"N",1,"Rural",1,223035,9,51996,38
1470,"1",27254,0,1,"Y","N","F","Bachelors","Home Maker",32,"Private",16060,10,"SUV","N",2555,3,"N",0,"Urban",13,97183,9,445,29
1472,"0",0,0,0,"N","N","M","PhD","Lawyer",22,"Private",19230,7,"Minivan","N",0,0,"N",0,"Urban",20,0,10,131260,46
1474,"0",0,0,1,"Y","N","M","High School","Clerical",20,"Private",6970,4,"Pickup","Y",26023,1,"Y",4,"Urban",1,117426,3,17120,29
1475,"0",0,0,0,"N","N","M","High School","Blue Collar",24,"Private",12400,1,"Minivan","N",19899,1,"N",5,"Urban",1,0,14,62048,47
1477,"0",0,0,0,"N","Y","F","Masters",NA,24,"Commercial",15860,17,"Pickup","N",0,0,"N",1,"Urban",10,182676,9,67298,35
1480,"0",0,0,0,"N","Y","F","PhD","Doctor",16,"Private",11970,1,"SUV","N",0,0,"N",2,"Urban",7,326499,12,114853,40
1481,"0",0,0,0,"N","Y","F","High School","Home Maker",47,"Private",9040,10,"Sports Car","N",4905,1,"N",4,"Urban",5,142985,7,39376,36
1482,"0",0,0,0,"N","Y","M","Bachelors","Manager",28,"Private",11570,7,"Pickup","N",11653,3,"N",1,"Urban",9,203217,12,50710,50
1483,"1",16012,2,2,"N","Y","F","High School","Clerical",35,"Private",10860,3,"SUV","N",7497,1,"N",5,"Urban",1,169843,17,51608,42
1484,"1",1070,0,0,"N","Y","M","Masters",NA,51,"Commercial",6700,10,"Pickup","Y",5984,2,"N",6,"Urban",16,187879,13,77351,52
1485,"0",0,0,0,"N","N","M","High School","Student",22,"Commercial",8030,7,"Pickup","Y",0,0,"N",0,"Urban",1,97754,0,0,43
1486,"1",4277,0,0,"N","N","F","High School","Clerical",27,"Private",9400,13,"SUV","N",9642,3,"N",2,"Urban",5,0,10,18523,41
1488,"1",6431,0,0,"N","N","M","Masters","Lawyer",40,"Private",19830,4,"Van","Y",0,0,"N",3,"Urban",18,0,11,52485,49
1489,"0",0,0,0,"N","N","F","Bachelors","Manager",50,"Private",23870,7,"SUV","N",5971,5,"N",0,"Urban",13,0,9,71530,54
1490,"0",0,0,0,"N","Y","F","High School","Blue Collar",75,"Commercial",11530,1,"Sports Car","N",0,0,"N",2,"Rural",1,193057,12,53694,46
1491,"1",7035,0,1,"N","Y","M","Masters",NA,32,"Commercial",17760,6,"Van","Y",29471,2,"Y",0,"Urban",18,288294,12,65651,31
1493,"0",0,0,0,"N","Y","F","PhD","Home Maker",33,"Private",10440,3,"Sports Car","N",2482,2,"N",0,"Urban",15,111129,0,0,63
1494,"0",0,0,1,"N","Y","F","PhD","Manager",17,"Private",11530,1,"SUV","N",8837,1,"N",2,"Urban",8,110650,5,11878,31
1495,"1",5485,0,0,"N","N","M","Masters","Lawyer",50,"Private",10650,1,"Pickup","N",0,0,"Y",0,"Urban",15,133008,14,81524,54
1498,"0",0,1,1,"N","Y","M","High School","Blue Collar",30,"Commercial",18750,1,"Van","Y",0,0,"N",4,"Urban",1,295428,10,63994,42
1499,"1",9623,0,1,"N","Y","M","High School","Clerical",38,"Commercial",9480,9,"Pickup","Y",6937,2,"N",5,"Urban",1,142430,14,46780,33
1500,"1",2505,0,0,"N","Y","F","Masters","Lawyer",49,"Private",5390,6,"Sports Car","N",0,0,"N",1,"Urban",16,183890,14,38924,56
1501,"0",0,0,0,"N","N","M","Bachelors","Blue Collar",37,"Commercial",18240,4,"Van","Y",0,0,"N",0,"Urban",12,0,12,90887,53
1502,"0",0,0,2,"Y","N","M","High School","Blue Collar",15,"Commercial",31140,7,"Panel Truck","N",0,0,"N",0,"Urban",7,0,11,124814,43
1503,"0",0,0,0,"N","N","F","Bachelors","Blue Collar",49,"Commercial",14920,10,"SUV","N",0,0,"N",0,"Rural",7,0,10,89448,40
1504,"0",0,0,2,"N","Y","M","High School","Blue Collar",63,"Private",14560,6,"Minivan","Y",0,0,"N",0,"Rural",5,265823,13,82981,42
1505,"1",4415,1,1,"N","Y","F","Masters","Professional",29,"Private",14850,1,"SUV","N",35737,3,"Y",4,"Urban",17,190317,13,65779,43
1506,"1",6673,1,2,"N","Y","M","High School","Student",26,"Private",12370,10,"Minivan","N",3373,2,"N",1,"Urban",1,0,0,0,36
1507,"0",0,0,1,"N","Y","F","High School","Student",25,"Private",10270,7,"SUV","N",1108,3,"N",5,"Urban",9,0,9,9530,33
1508,"0",0,0,0,"N","Y","F","High School","Manager",25,"Private",16610,7,"SUV","N",0,0,"N",0,"Urban",7,259874,12,79183,53
1509,"1",6761,0,0,"N","Y","M","High School","Clerical",45,"Commercial",9470,4,"Pickup","N",0,0,"N",3,"Urban",6,140323,12,13349,43
1510,"0",0,0,0,"N","Y","M","Masters","Lawyer",17,"Private",35760,4,"Minivan","N",0,0,"N",0,"Urban",17,511661,7,221413,54
1511,"0",0,0,2,"N","Y","F","Masters","Lawyer",5,"Private",13250,4,"Sports Car","N",0,0,"N",0,"Urban",17,278185,16,74400,41
1512,"0",0,0,1,"Y","N","F","High School","Clerical",5,"Private",4900,7,"SUV","N",0,0,"N",0,"Rural",6,129916,11,12921,33
1513,"1",4368,0,2,"Y","N","M","High School","Blue Collar",49,"Commercial",9600,6,"Pickup","Y",4111,1,"N",0,"Urban",4,0,11,43036,38
1514,"0",0,0,0,"N","Y","M","Masters",NA,35,"Commercial",31540,1,"Panel Truck","N",0,0,"N",1,"Urban",14,347418,11,123969,59
1516,"0",0,0,0,"N","Y","M","High School","Blue Collar",67,"Commercial",15990,1,"Minivan","Y",0,0,"N",1,"Rural",12,290521,10,103948,41
1517,"0",0,0,3,"Y","N","F","High School","Clerical",52,"Private",6630,1,"SUV","N",8296,1,"N",6,"Urban",1,0,11,17197,37
1518,"1",3084,0,0,"N","N","F","Bachelors","Home Maker",25,"Private",12380,1,"Minivan","N",29865,2,"N",0,"Urban",12,116797,0,0,53
1520,"0",0,0,0,"N","N","F","Masters","Lawyer",39,"Private",23030,10,"SUV","N",3441,1,"N",0,"Urban",16,0,9,124829,44
1521,"0",0,0,0,"N","Y","F","High School","Professional",5,"Private",24710,6,"Sports Car","N",4346,4,"N",5,"Urban",1,214707,16,62304,70
1523,"0",0,0,0,"N","N","F","High School","Home Maker",35,"Private",8930,10,"Sports Car","N",0,0,"N",0,"Urban",1,64198,13,3079,52
1524,"0",0,0,0,"N","Y","M","High School","Blue Collar",25,"Commercial",13170,6,"Minivan","Y",0,0,"N",0,"Urban",6,143714,12,32447,38
1525,"0",0,0,0,"N","Y","M","PhD","Lawyer",30,"Private",6300,10,"Minivan","Y",7893,1,"N",0,"Urban",14,69692,12,40564,46
1527,"1",1043,0,1,"N","Y","M","High School","Student",27,"Commercial",7770,1,"Pickup","N",32562,1,"N",6,"Rural",5,0,0,0,43
1528,"0",0,0,3,"N","Y","F","High School","Blue Collar",5,"Commercial",25860,6,"Minivan","N",0,0,"N",0,"Urban",1,247913,14,84798,42
1529,"1",5900,0,1,"N","Y","M","High School","Student",72,"Private",17710,4,"Minivan","N",0,0,"N",5,"Urban",8,0,14,2970,40
1530,"1",3343,0,0,"N","Y","F","High School","Clerical",26,"Commercial",19030,1,"Sports Car","N",8377,2,"N",6,"Urban",7,210979,16,41801,61
1531,"0",0,0,0,"N","N","M","Bachelors","Clerical",33,"Private",12420,4,"Minivan","Y",0,0,"N",0,"Rural",5,0,12,50245,59
1532,"0",0,0,1,"N","Y","F","Masters",NA,42,"Private",16910,1,"SUV","N",0,0,"N",0,"Urban",12,284792,8,90392,31
1533,"1",5017,0,0,"N","Y","F","High School","Blue Collar",5,"Commercial",17850,11,"Sports Car","Y",27872,2,"Y",9,"Urban",1,115168,10,20220,24
1534,"0",0,0,0,"N","Y","M","High School","Clerical",8,"Private",16580,4,"Van","N",0,0,"N",1,"Rural",1,143283,14,20449,38
1535,"1",1793,0,0,"N","Y","M","High School","Blue Collar",43,"Commercial",14350,7,"SUV","N",0,0,"N",2,"Urban",11,171805,9,28390,61
1536,"0",0,0,3,"N","Y","M","Bachelors","Blue Collar",29,"Private",12180,6,"Pickup","Y",0,0,"N",1,"Urban",11,222584,12,77949,32
1539,"1",9470,1,2,"Y","N","F","High School","Home Maker",26,"Private",21340,1,"Minivan","N",0,0,"N",1,"Urban",1,0,0,0,40
1541,"0",0,0,0,"N","Y","M","High School","Blue Collar",5,"Commercial",13610,4,"Minivan","N",0,0,"N",3,"Urban",1,262673,10,76115,45
1542,"0",0,0,0,"N","Y","M","Masters",NA,58,"Commercial",20590,7,"Van","Y",1327,2,"N",3,"Urban",13,346399,15,132284,48
1544,"0",0,0,1,"N","Y","F","High School","Clerical",21,"Private",6760,1,"SUV","N",4211,1,"N",6,"Urban",1,133640,12,33809,32
1545,"1",5802,0,3,"Y","N","F","Bachelors","Blue Collar",37,"Commercial",15640,1,"SUV","N",7628,2,"N",0,"Urban",8,144443,11,57417,28
1546,"0",0,0,0,"N","N","M","Masters","Lawyer",50,"Private",15700,1,"Minivan","N",0,0,"N",3,"Rural",17,0,11,55239,45
1547,"0",0,0,1,"N","Y","M","Bachelors","Professional",58,"Commercial",29990,1,"Panel Truck","Y",0,0,"N",2,"Urban",1,205130,11,66296,51
1550,"1",6057,0,0,"N","Y","M","High School","Student",14,"Commercial",8330,1,"Minivan","N",3730,1,"N",2,"Urban",1,113386,13,8250,60
1551,"0",0,0,0,"N","N","M","Bachelors","Manager",35,"Commercial",33150,3,"Panel Truck","N",0,0,"N",0,"Urban",8,0,6,32310,50
1552,"0",0,0,1,"N","Y","F","PhD","Doctor",19,"Private",19940,1,"Pickup","N",0,0,"N",0,"Urban",19,295872,11,114901,34
1553,"0",0,0,0,"N","Y","M","Bachelors","Clerical",62,"Private",16850,1,"Minivan","Y",0,0,"N",0,"Rural",10,197290,12,62419,36
1554,"1",5637,0,0,"N","N","F","High School","Home Maker",63,"Private",13520,4,"SUV","N",28386,2,"Y",2,"Urban",1,0,0,0,22
1555,"0",0,0,3,"N","Y","M","High School","Clerical",9,"Commercial",26940,10,"Panel Truck","Y",11963,4,"N",2,"Urban",1,0,14,6607,33
1557,"1",1482,2,3,"N","Y","F","High School","Blue Collar",42,"Commercial",9360,13,"Sports Car","N",1218,2,"N",3,"Urban",10,183660,12,39619,39
1558,"0",0,0,0,"N","Y","F","High School","Blue Collar",41,"Commercial",12740,1,"SUV","N",0,0,"N",0,"Rural",1,166306,16,32397,37
1559,"0",0,0,0,"N","Y","F","Bachelors","Professional",36,"Private",14510,10,"Sports Car","N",0,0,"N",0,"Urban",11,229682,11,57669,50
1560,"0",0,0,0,"N","Y","F","PhD","Home Maker",5,"Commercial",23490,11,"Pickup","N",0,0,"N",2,"Urban",8,125266,0,0,57
1561,"0",0,0,0,"N","Y","F","Bachelors","Professional",24,"Private",16310,11,"SUV","N",0,0,"N",0,"Urban",1,218904,12,49551,48
1562,"1",11770,0,0,"N","N","M","Masters",NA,43,"Commercial",23650,6,"Panel Truck","Y",0,0,"N",5,"Urban",9,0,10,83901,52
1563,"1",3254,0,3,"N","Y","F","High School","Clerical",47,"Private",12460,1,"SUV","N",0,0,"N",1,"Rural",6,178105,13,44431,40
