"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","bluebook","tif","car_type","red_car","oldclaim","clm_freq","revoked","mvr_pts","urbanicity","car_age","yoj","income","age","job"
"0",0,0,"N","Y","M","High School",15,"Private",11080,6,"Minivan","Y",0,0,"N",0,"Urban",9,13,49838,46,"not_white_collar"
"1",0,3,"N","Y","M","Masters",33,"Commercial",4500,4,"Pickup","N",3919,1,"N",1,"Urban",20,11,75891,30,"not_white_collar"
"0",2,2,"N","Y","M","Bachelors",35,"Commercial",15770,1,"Minivan","Y",0,0,"N",0,"Rural",6,17,69465,42,"not_white_collar"
"0",0,0,"N","Y","F","PhD",32,"Private",7650,4,"SUV","N",0,0,"Y",0,"Urban",8,12,104257,57,"white_collar"
"0",0,0,"N","N","F","High School",23,"Commercial",10080,1,"SUV","N",0,0,"N",0,"Rural",10,0,0,46,"not_white_collar"
"0",0,4,"N","Y","M","High School",50,"Commercial",19210,10,"Van","Y",0,0,"N",0,"Urban",7,11,69651,43,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",56,"Commercial",15720,13,"Minivan","Y",0,0,"N",3,"Rural",11,12,92237,50,"not_white_collar"
"1",1,1,"Y","N","F","Bachelors",52,"Private",36080,1,"Minivan","N",0,0,"N",3,"Urban",8,9,61995,42,"white_collar"
"0",0,0,"N","Y","F","Masters",29,"Private",24790,6,"SUV","N",0,0,"N",1,"Urban",17,7,178453,42,"white_collar"
"1",1,2,"Y","N","F","High School",38,"Private",14170,4,"SUV","N",9785,2,"N",0,"Rural",1,11,22938,38,"not_white_collar"
"0",0,0,"N","Y","F","High School",43,"Private",18350,14,"SUV","N",0,0,"N",0,"Rural",6,9,29401,56,"not_white_collar"
"0",0,0,"N","N","F","High School",50,"Private",14080,4,"Minivan","N",0,0,"N",0,"Rural",1,10,33809,43,"not_white_collar"
"0",0,0,"N","N","M","Masters",61,"Private",8840,10,"Minivan","N",0,0,"N",0,"Urban",13,10,47417,52,"white_collar"
"0",0,0,"N","Y","F","Masters",41,"Private",33490,11,"SUV","N",0,0,"N",0,"Urban",19,12,91845,42,"white_collar"
"1",0,0,"N","N","F","High School",44,"Private",6380,1,"SUV","N",7223,1,"N",4,"Urban",1,10,16118,32,"not_white_collar"
"0",0,0,"N","Y","M","PhD",26,"Commercial",7580,16,"Pickup","N",0,0,"N",0,"Urban",12,13,172119,42,"not_white_collar"
"0",0,3,"N","Y","M","Bachelors",24,"Private",9430,18,"Minivan","N",0,0,"N",0,"Urban",7,15,52335,27,"not_white_collar"
"0",0,2,"N","Y","F","Masters",23,"Private",3320,1,"Sports Car","N",0,0,"N",0,"Rural",2,10,40180,38,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",39,"Private",11070,1,"SUV","N",0,0,"N",1,"Urban",10,11,89657,46,"white_collar"
"0",1,1,"Y","N","M","High School",28,"Commercial",9230,4,"Minivan","N",0,0,"N",0,"Rural",1,14,39338,38,"not_white_collar"
"0",1,1,"N","Y","F","Masters",21,"Private",5600,16,"Sports Car","N",4263,3,"N",0,"Urban",17,0,0,41,"not_white_collar"
"1",0,0,"N","N","F","Bachelors",23,"Commercial",18870,4,"Pickup","N",5581,2,"N",7,"Urban",1,10,50331,41,"not_white_collar"
"0",0,1,"Y","N","M","High School",46,"Private",1500,6,"Minivan","Y",0,0,"Y",4,"Urban",5,6,68984,42,"white_collar"
"0",0,0,"N","N","F","Bachelors",69,"Commercial",5900,7,"SUV","N",0,0,"N",0,"Rural",9,9,70914,44,"not_white_collar"
"0",0,0,"N","N","F","High School",27,"Private",16340,6,"Minivan","N",0,0,"N",0,"Rural",6,13,28196,55,"not_white_collar"
"0",0,0,"N","Y","M","High School",20,"Private",38910,6,"Minivan","Y",0,0,"N",1,"Urban",1,10,198320,39,"not_white_collar"
"0",0,0,"N","Y","F","Masters",13,"Private",29040,4,"Minivan","N",0,0,"N",0,"Urban",14,6,68328,56,"white_collar"
"0",0,0,"N","Y","F","Masters",30,"Private",6000,4,"SUV","N",0,0,"N",0,"Urban",11,7,155990,45,"white_collar"
"0",0,0,"N","N","F","Masters",5,"Commercial",13620,10,"Pickup","N",0,0,"N",0,"Urban",15,14,5041,50,"not_white_collar"
"0",0,0,"N","Y","M","Masters",45,"Private",15520,7,"Minivan","N",0,0,"N",0,"Urban",19,12,84186,56,"not_white_collar"
"1",0,0,"N","N","F","PhD",62,"Private",2680,6,"Sports Car","N",0,0,"N",0,"Urban",21,0,0,36,"not_white_collar"
"0",0,1,"Y","N","M","High School",24,"Private",13150,4,"Minivan","Y",0,0,"N",0,"Urban",1,8,2177,31,"not_white_collar"
"0",0,0,"N","N","M","High School",37,"Commercial",13860,10,"Minivan","N",6474,2,"N",3,"Urban",1,8,55258,40,"not_white_collar"
"0",0,0,"N","Y","M","High School",30,"Private",14830,5,"Minivan","Y",0,0,"N",2,"Urban",4,14,25588,44,"not_white_collar"
"1",0,0,"N","Y","F","High School",52,"Commercial",15810,10,"SUV","N",9718,3,"Y",2,"Urban",9,8,55742,54,"not_white_collar"
"1",0,0,"N","N","F","Masters",39,"Private",15040,4,"Sports Car","N",0,0,"N",0,"Urban",16,14,81438,54,"white_collar"
"0",2,2,"N","Y","M","Bachelors",78,"Commercial",16990,7,"Van","Y",0,0,"N",4,"Rural",11,13,45777,40,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",22,"Commercial",16090,3,"SUV","N",2982,3,"N",2,"Urban",12,10,98120,38,"not_white_collar"
"1",1,2,"Y","N","F","High School",42,"Private",6480,4,"SUV","N",9773,2,"N",1,"Urban",5,10,36230,42,"not_white_collar"
"0",0,0,"N","Y","M","High School",51,"Private",9540,6,"Pickup","Y",0,0,"N",4,"Urban",4,12,37384,43,"not_white_collar"
"0",0,0,"N","Y","F","High School",40,"Commercial",25980,6,"Pickup","N",0,0,"N",2,"Urban",13,10,36339,41,"not_white_collar"
"0",0,3,"N","Y","F","High School",14,"Private",27170,7,"Minivan","N",0,0,"N",1,"Urban",7,18,77865,45,"not_white_collar"
"0",0,0,"N","N","M","Masters",48,"Commercial",18020,9,"Van","Y",0,0,"N",0,"Urban",10,11,97706,53,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",40,"Private",13010,6,"Minivan","Y",1402,1,"N",6,"Urban",12,15,63049,53,"white_collar"
"1",0,1,"Y","N","M","Bachelors",30,"Commercial",8130,6,"Pickup","Y",5398,1,"N",3,"Urban",1,14,42667,32,"white_collar"
"0",0,3,"Y","N","F","High School",33,"Private",28060,7,"Minivan","N",0,0,"N",1,"Urban",8,13,43444,42,"not_white_collar"
"1",1,1,"Y","N","F","Bachelors",37,"Private",12870,10,"Sports Car","N",5982,2,"N",2,"Urban",10,12,71686,42,"white_collar"
"0",0,0,"N","Y","F","Masters",60,"Private",5600,1,"SUV","N",0,0,"N",0,"Rural",19,0,0,41,"not_white_collar"
"0",1,3,"N","Y","F","Bachelors",27,"Private",13740,7,"SUV","N",0,0,"N",1,"Urban",9,14,46878,39,"not_white_collar"
"0",0,0,"N","Y","F","Masters",12,"Private",18040,13,"Pickup","N",0,0,"N",0,"Urban",12,8,78197,27,"not_white_collar"
"0",1,1,"N","Y","M","Masters",47,"Private",28840,10,"Minivan","N",3826,3,"N",2,"Urban",8,11,84342,43,"white_collar"
"0",0,1,"N","Y","F","High School",67,"Private",29790,10,"Minivan","N",9197,2,"N",1,"Urban",1,9,24178,45,"not_white_collar"
"0",0,0,"N","N","F","High School",40,"Commercial",13910,1,"SUV","N",0,0,"Y",0,"Rural",1,11,44139,43,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",33,"Commercial",22680,1,"Panel Truck","Y",1712,4,"N",2,"Urban",15,9,69641,33,"not_white_collar"
"0",0,0,"N","Y","F","High School",5,"Private",17270,1,"Sports Car","N",17691,1,"Y",6,"Urban",1,15,81940,48,"not_white_collar"
"0",0,0,"N","Y","M","High School",38,"Private",11570,7,"Pickup","Y",3546,1,"N",5,"Urban",1,13,16005,52,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",40,"Commercial",33880,9,"Panel Truck","Y",6822,2,"N",3,"Urban",9,15,40564,55,"white_collar"
"0",0,1,"N","Y","F","High School",18,"Private",20130,12,"SUV","N",0,0,"N",0,"Urban",6,13,46381,51,"not_white_collar"
"0",0,0,"N","N","M","High School",24,"Private",20500,1,"Van","Y",0,0,"N",0,"Urban",1,8,51624,47,"not_white_collar"
"1",0,0,"N","Y","M","High School",27,"Private",4500,7,"Pickup","N",5575,2,"N",2,"Urban",10,9,13410,28,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",34,"Private",20910,1,"Pickup","N",10147,1,"N",4,"Urban",11,11,61666,51,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",34,"Commercial",7200,1,"Pickup","Y",10265,1,"N",1,"Urban",13,12,64246,47,"not_white_collar"
"0",0,2,"N","Y","M","High School",29,"Private",19930,14,"Van","Y",0,0,"N",0,"Urban",1,9,31957,40,"not_white_collar"
"1",0,2,"N","Y","M","High School",5,"Commercial",5850,10,"Pickup","N",31401,3,"Y",1,"Urban",1,11,13490,30,"not_white_collar"
"0",0,0,"N","N","M","Masters",21,"Private",15030,1,"Minivan","Y",0,0,"N",1,"Urban",16,11,82266,53,"white_collar"
"0",1,2,"N","Y","F","Bachelors",37,"Private",9210,4,"SUV","N",0,0,"N",2,"Rural",16,13,35101,42,"not_white_collar"
"0",0,1,"N","Y","M","Bachelors",52,"Commercial",16940,3,"Van","N",32115,1,"N",0,"Urban",11,13,52019,53,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",25,"Commercial",24590,1,"Minivan","N",33218,3,"N",0,"Urban",7,12,2346,43,"not_white_collar"
"0",1,2,"N","Y","F","Bachelors",5,"Private",8230,1,"SUV","N",0,0,"N",1,"Rural",14,15,40342,38,"not_white_collar"
"0",0,2,"Y","N","F","Masters",42,"Private",21340,11,"Minivan","N",0,0,"N",0,"Rural",12,13,78370,41,"white_collar"
"0",0,1,"N","Y","F","Masters",52,"Private",11300,11,"SUV","N",0,0,"N",0,"Urban",10,11,70029,28,"white_collar"
"0",0,2,"Y","N","F","High School",53,"Private",8590,4,"SUV","N",1278,2,"N",6,"Rural",4,13,35907,35,"not_white_collar"
"0",0,0,"N","N","M","High School",23,"Commercial",11750,1,"Pickup","Y",6281,2,"N",1,"Rural",5,12,37721,51,"not_white_collar"
"0",0,0,"N","N","F","Masters",50,"Commercial",21220,7,"Pickup","N",8295,2,"N",2,"Urban",17,9,107414,47,"not_white_collar"
"0",0,0,"N","Y","F","PhD",31,"Private",26780,4,"Minivan","N",0,0,"N",1,"Urban",18,15,45109,46,"white_collar"
"0",0,0,"N","Y","M","High School",26,"Commercial",7990,6,"Pickup","N",4748,3,"N",1,"Urban",4,9,21913,43,"not_white_collar"
"0",0,0,"N","N","F","Masters",43,"Private",12390,6,"SUV","N",6668,1,"N",4,"Urban",19,2,55890,53,"white_collar"
"0",0,0,"N","Y","F","Bachelors",36,"Commercial",22210,1,"SUV","N",6632,2,"N",0,"Urban",10,10,70307,46,"not_white_collar"
"0",0,0,"N","N","F","Masters",23,"Private",32020,1,"Minivan","N",37066,2,"Y",0,"Urban",22,10,82517,47,"white_collar"
"0",0,0,"N","Y","F","High School",32,"Private",18150,1,"Minivan","N",0,0,"N",0,"Urban",8,15,39422,55,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",20,"Commercial",9160,17,"Minivan","N",0,0,"Y",2,"Urban",9,3,87719,50,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",36,"Private",1500,13,"SUV","N",0,0,"N",1,"Rural",8,12,8014,55,"not_white_collar"
"1",0,0,"N","N","F","High School",46,"Private",8730,3,"Minivan","N",3979,1,"N",7,"Urban",1,11,32265,40,"not_white_collar"
"0",0,0,"N","Y","F","High School",48,"Private",11780,1,"SUV","N",7822,3,"N",0,"Urban",1,10,55821,47,"not_white_collar"
"0",0,3,"N","Y","F","Masters",15,"Private",11370,1,"SUV","N",0,0,"N",5,"Urban",13,15,98655,37,"white_collar"
"0",0,1,"N","Y","M","High School",9,"Private",15330,10,"Minivan","Y",0,0,"N",1,"Urban",1,11,35136,34,"not_white_collar"
"0",0,0,"N","N","M","High School",39,"Commercial",21960,7,"Van","Y",0,0,"N",0,"Rural",1,12,33809,44,"not_white_collar"
"0",0,0,"N","N","M","Masters",36,"Commercial",24390,4,"Panel Truck","N",10421,3,"N",0,"Urban",18,12,167661,53,"not_white_collar"
"0",0,0,"N","Y","M","Masters",21,"Private",12990,6,"Minivan","Y",0,0,"N",4,"Urban",13,10,44705,37,"white_collar"
"0",0,0,"N","Y","F","Bachelors",27,"Private",14880,10,"SUV","N",0,0,"Y",1,"Urban",6,13,40564,53,"white_collar"
"1",0,0,"N","Y","F","Bachelors",48,"Commercial",12160,1,"Pickup","N",3211,1,"N",7,"Urban",15,13,44320,56,"not_white_collar"
"0",0,0,"N","N","M","Masters",39,"Commercial",26910,10,"Panel Truck","Y",0,0,"N",2,"Urban",16,13,154956,52,"not_white_collar"
"1",0,0,"N","N","F","High School",30,"Private",8050,1,"SUV","N",9231,3,"N",0,"Urban",1,10,7452,58,"not_white_collar"
"1",0,2,"N","Y","F","Bachelors",37,"Private",5730,1,"SUV","N",0,0,"Y",0,"Urban",11,14,73694,42,"white_collar"
"0",0,0,"N","Y","F","High School",74,"Private",17130,6,"Pickup","N",0,0,"N",0,"Rural",6,13,57536,52,"white_collar"
"1",2,3,"N","Y","F","High School",5,"Private",10480,13,"SUV","N",0,0,"N",2,"Urban",1,9,44786,45,"not_white_collar"
"1",0,1,"N","Y","F","Bachelors",28,"Private",7100,4,"SUV","N",0,0,"N",0,"Urban",6,6,56014,39,"white_collar"
"0",0,0,"N","N","F","Bachelors",17,"Commercial",27820,6,"Pickup","N",0,0,"N",1,"Rural",12,12,38760,47,"white_collar"
"0",0,0,"N","N","M","Bachelors",15,"Private",14640,1,"Minivan","Y",0,0,"N",0,"Urban",9,13,52955,46,"white_collar"
"0",1,1,"N","Y","F","High School",29,"Private",5100,4,"SUV","N",0,0,"N",0,"Urban",6,12,33197,34,"not_white_collar"
"0",0,4,"Y","N","M","High School",35,"Private",7470,1,"Pickup","Y",0,0,"N",0,"Rural",1,17,22699,37,"not_white_collar"
"0",0,0,"N","N","F","Masters",34,"Private",12130,1,"SUV","N",0,0,"N",3,"Urban",17,10,144448,46,"white_collar"
"0",0,1,"N","Y","M","High School",6,"Private",12680,3,"Minivan","Y",49131,1,"Y",0,"Urban",7,12,28162,30,"not_white_collar"
"0",0,0,"N","Y","F","High School",54,"Private",11750,4,"SUV","N",0,0,"N",0,"Rural",6,12,39934,49,"not_white_collar"
"0",0,0,"N","Y","F","High School",28,"Private",9430,13,"SUV","N",0,0,"N",0,"Rural",4,10,33333,46,"not_white_collar"
"0",0,2,"N","Y","M","PhD",16,"Private",16570,6,"Van","Y",0,0,"Y",1,"Urban",8,17,65901,41,"white_collar"
"1",0,1,"N","Y","F","High School",36,"Private",9180,1,"SUV","N",2933,2,"N",8,"Urban",1,0,0,57,"not_white_collar"
"1",2,3,"Y","N","F","Bachelors",30,"Private",24010,1,"Minivan","N",4426,2,"N",3,"Urban",5,16,96613,40,"white_collar"
"0",0,0,"N","Y","F","Bachelors",25,"Private",20530,3,"Minivan","N",0,0,"N",0,"Rural",14,13,46195,36,"not_white_collar"
"0",0,0,"N","Y","F","PhD",43,"Private",6800,1,"SUV","N",0,0,"N",2,"Urban",16,17,112685,53,"not_white_collar"
"0",0,1,"N","Y","F","Bachelors",28,"Private",23370,1,"Pickup","N",0,0,"Y",0,"Urban",6,6,56014,39,"white_collar"
"0",0,0,"N","N","M","High School",43,"Commercial",18370,7,"Van","Y",0,0,"N",1,"Rural",8,8,62294,28,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",33,"Commercial",13500,1,"Minivan","N",0,0,"N",1,"Rural",11,14,99224,46,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",58,"Private",1500,4,"Minivan","Y",0,0,"N",0,"Urban",9,15,58231,53,"white_collar"
"0",0,0,"N","N","F","High School",5,"Private",15140,22,"SUV","N",8431,1,"N",4,"Urban",7,10,31869,39,"not_white_collar"
"0",0,2,"Y","N","F","Bachelors",23,"Private",19170,1,"SUV","N",0,0,"N",0,"Urban",7,14,57857,44,"white_collar"
"1",0,0,"N","N","F","Bachelors",19,"Commercial",25280,1,"Pickup","N",0,0,"Y",2,"Urban",13,9,57890,38,"not_white_collar"
"0",0,4,"N","Y","F","High School",12,"Commercial",24490,10,"Pickup","N",2974,1,"N",0,"Urban",7,16,42579,30,"not_white_collar"
"0",0,0,"N","N","F","High School",46,"Commercial",12360,4,"SUV","N",0,0,"N",0,"Urban",1,4,64617,44,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",43,"Commercial",25850,4,"Panel Truck","Y",0,0,"N",0,"Urban",5,9,101863,37,"white_collar"
"1",0,1,"Y","N","F","Bachelors",38,"Private",2190,1,"SUV","Y",11226,1,"N",4,"Urban",9,7,6862,24,"not_white_collar"
"0",0,0,"N","Y","F","Masters",41,"Private",14090,6,"SUV","N",0,0,"N",2,"Urban",14,14,110556,44,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",7,"Commercial",27370,6,"Panel Truck","N",0,0,"N",0,"Urban",7,15,66293,57,"white_collar"
"1",0,0,"N","Y","F","High School",22,"Private",1500,1,"Sports Car","N",0,0,"N",0,"Urban",7,0,8014,52,"not_white_collar"
"0",0,0,"N","Y","F","Masters",21,"Private",2220,4,"SUV","N",26871,1,"Y",2,"Urban",12,10,7231,55,"white_collar"
"0",0,0,"N","Y","M","High School",9,"Commercial",12330,1,"Minivan","Y",0,0,"N",1,"Urban",1,15,95637,49,"not_white_collar"
"0",0,0,"N","N","F","Masters",16,"Private",13660,6,"Minivan","N",0,0,"N",2,"Urban",26,12,82599,52,"white_collar"
"0",0,1,"N","Y","F","High School",11,"Private",16010,9,"Minivan","N",0,0,"N",0,"Urban",1,15,58184,51,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",38,"Private",28140,1,"Minivan","N",4992,2,"N",6,"Urban",11,11,122934,51,"white_collar"
"0",0,0,"N","Y","M","Bachelors",42,"Commercial",14370,13,"Minivan","Y",2928,2,"N",4,"Urban",9,12,80657,48,"not_white_collar"
"0",0,0,"N","Y","F","High School",23,"Private",15550,6,"Minivan","N",0,0,"N",2,"Urban",1,10,19718,48,"not_white_collar"
"0",0,2,"N","Y","M","High School",21,"Private",6880,1,"Pickup","Y",0,0,"N",0,"Urban",7,0,0,45,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",43,"Commercial",14370,10,"SUV","N",8466,4,"N",4,"Urban",9,14,77728,51,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",34,"Private",14110,9,"Minivan","Y",0,0,"N",1,"Urban",12,16,73056,53,"not_white_collar"
"0",0,0,"N","N","F","Masters",54,"Private",24430,1,"Minivan","N",43170,2,"N",6,"Urban",16,10,93543,46,"white_collar"
"0",0,0,"N","Y","M","Masters",14,"Private",20320,7,"Van","Y",0,0,"N",0,"Urban",16,12,1590,54,"white_collar"
"0",0,1,"N","Y","F","Bachelors",32,"Commercial",4600,6,"SUV","N",0,0,"Y",0,"Urban",11,9,17645,31,"not_white_collar"
"0",0,0,"N","N","F","Masters",54,"Commercial",5550,4,"Sports Car","N",0,0,"N",1,"Rural",16,13,40460,47,"not_white_collar"
"0",0,0,"N","N","F","High School",14,"Private",3050,10,"SUV","N",0,0,"N",0,"Rural",1,12,15542,51,"not_white_collar"
"0",0,0,"N","Y","M","High School",52,"Private",11710,1,"Pickup","Y",0,0,"N",1,"Rural",1,5,25123,38,"not_white_collar"
"0",0,0,"N","Y","M","High School",20,"Commercial",11480,1,"Pickup","Y",0,0,"N",0,"Rural",11,14,52814,47,"not_white_collar"
"1",2,3,"N","Y","M","Bachelors",25,"Commercial",17600,4,"Van","N",16545,1,"Y",2,"Urban",4,10,116018,45,"not_white_collar"
"0",0,0,"N","Y","F","Masters",43,"Private",21530,7,"Minivan","N",0,0,"N",0,"Rural",17,6,147666,52,"white_collar"
"0",0,0,"N","Y","M","Masters",28,"Private",11660,6,"Minivan","N",0,0,"N",0,"Urban",10,11,92321,50,"white_collar"
"0",0,0,"N","Y","F","Masters",36,"Private",13270,1,"Minivan","N",0,0,"N",0,"Urban",14,11,86434,47,"not_white_collar"
"0",0,1,"N","Y","F","High School",48,"Private",5000,6,"Sports Car","N",0,0,"N",2,"Rural",1,9,7989,27,"not_white_collar"
"0",0,0,"N","Y","M","PhD",64,"Commercial",28930,6,"Panel Truck","Y",0,0,"N",3,"Urban",22,13,129274,42,"not_white_collar"
"0",0,1,"N","Y","M","Bachelors",46,"Commercial",6420,1,"Pickup","Y",1368,2,"N",1,"Rural",15,9,24234,25,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",28,"Private",6500,1,"Sports Car","N",6913,3,"N",2,"Urban",10,0,0,46,"not_white_collar"
"0",0,0,"N","N","F","Masters",43,"Private",11570,6,"SUV","N",8190,2,"N",5,"Urban",23,9,64677,36,"white_collar"
"0",1,3,"N","Y","F","High School",43,"Private",12300,6,"SUV","N",0,0,"N",0,"Rural",5,15,74483,44,"not_white_collar"
"0",0,0,"N","N","M","Masters",28,"Private",18130,11,"Van","Y",6494,2,"N",0,"Urban",15,9,117252,49,"white_collar"
"1",1,2,"N","Y","F","Masters",23,"Private",27520,7,"Pickup","N",35585,2,"Y",0,"Urban",18,15,105563,41,"white_collar"
"0",0,0,"N","Y","F","High School",38,"Private",13220,1,"SUV","N",6712,1,"N",0,"Urban",1,13,63212,54,"not_white_collar"
"0",0,0,"N","Y","F","Masters",8,"Private",26000,1,"Minivan","N",0,0,"N",3,"Urban",18,14,39075,46,"white_collar"
"0",0,1,"Y","N","F","Bachelors",18,"Private",22260,1,"Minivan","N",5290,1,"N",6,"Urban",6,13,62886,46,"white_collar"
"0",1,3,"N","Y","M","High School",23,"Commercial",20990,4,"Van","Y",0,0,"N",0,"Rural",1,14,33150,40,"not_white_collar"
"1",0,1,"N","Y","F","PhD",29,"Private",16090,2,"Sports Car","N",0,0,"N",0,"Urban",19,12,112943,33,"white_collar"
"1",1,1,"Y","N","M","High School",48,"Private",20010,4,"Minivan","N",0,0,"N",3,"Urban",8,10,36365,45,"not_white_collar"
"1",2,2,"Y","N","M","High School",34,"Private",13840,6,"Minivan","Y",10310,1,"N",3,"Rural",1,10,35990,36,"not_white_collar"
"0",0,0,"N","Y","M","Masters",55,"Commercial",19380,11,"Van","Y",8730,2,"N",0,"Urban",21,12,102191,50,"not_white_collar"
"0",1,1,"N","Y","F","High School",28,"Private",22500,11,"Minivan","N",0,0,"N",0,"Urban",5,12,19237,44,"not_white_collar"
"0",0,0,"N","Y","M","Masters",20,"Commercial",23910,13,"Panel Truck","Y",0,0,"N",1,"Urban",9,8,132767,46,"not_white_collar"
"1",0,2,"Y","N","F","Bachelors",40,"Commercial",20870,9,"SUV","N",1994,2,"N",3,"Urban",15,10,99325,35,"not_white_collar"
"0",0,0,"N","Y","M","Masters",44,"Private",1500,4,"Minivan","Y",0,0,"N",2,"Urban",17,11,183410,47,"white_collar"
"0",0,3,"N","Y","M","Bachelors",34,"Commercial",14350,1,"Minivan","Y",0,0,"N",1,"Rural",12,18,69483,59,"not_white_collar"
"0",0,1,"N","Y","F","Masters",46,"Private",19220,4,"SUV","N",12204,1,"N",0,"Urban",17,11,55341,37,"white_collar"
"0",0,0,"N","Y","F","Masters",31,"Private",5600,10,"SUV","N",0,0,"N",3,"Urban",21,10,130607,41,"white_collar"
"0",0,0,"N","Y","F","PhD",31,"Private",20470,6,"SUV","N",0,0,"N",0,"Urban",16,4,135157,43,"white_collar"
"0",0,2,"Y","N","M","Bachelors",38,"Private",14820,6,"Minivan","Y",5007,3,"N",5,"Urban",11,11,132463,30,"white_collar"
"1",0,0,"N","Y","M","PhD",38,"Commercial",36390,6,"Panel Truck","Y",0,0,"N",1,"Urban",13,9,215536,43,"not_white_collar"
"1",0,0,"N","Y","F","PhD",42,"Commercial",36690,1,"Van","N",0,0,"N",1,"Urban",16,9,180783,50,"not_white_collar"
"0",0,2,"N","Y","M","Bachelors",25,"Private",12620,1,"Minivan","Y",30001,2,"Y",5,"Urban",13,12,71237,40,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",34,"Private",16460,17,"Van","N",5545,2,"N",2,"Urban",8,6,45551,49,"not_white_collar"
"0",0,0,"N","Y","M","High School",51,"Commercial",18050,6,"Van","N",0,0,"N",1,"Rural",1,16,36431,51,"not_white_collar"
"0",0,0,"N","N","F","High School",48,"Commercial",8690,10,"SUV","N",0,0,"N",0,"Rural",10,0,0,40,"not_white_collar"
"1",0,2,"N","Y","M","High School",26,"Commercial",10580,1,"Pickup","Y",0,0,"N",1,"Urban",1,14,58973,33,"not_white_collar"
"0",3,3,"Y","N","M","Masters",14,"Commercial",24440,4,"Panel Truck","Y",5818,1,"N",1,"Urban",17,10,107765,37,"not_white_collar"
"1",0,2,"N","Y","F","High School",50,"Commercial",5370,1,"SUV","N",0,0,"N",6,"Urban",1,13,8746,35,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",37,"Commercial",18980,10,"SUV","N",0,0,"N",0,"Rural",1,9,53982,26,"not_white_collar"
"0",1,4,"N","Y","F","High School",37,"Private",6690,11,"SUV","N",0,0,"Y",0,"Urban",1,15,9950,42,"not_white_collar"
"0",0,0,"N","N","F","High School",26,"Private",13120,4,"SUV","N",0,0,"N",3,"Urban",1,8,32994,35,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",27,"Private",15890,10,"SUV","N",0,0,"N",0,"Urban",11,11,44427,55,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",39,"Private",15790,4,"Minivan","Y",0,0,"N",0,"Urban",9,10,87020,48,"not_white_collar"
"1",0,0,"N","N","F","Bachelors",52,"Private",6400,3,"SUV","N",0,0,"N",5,"Urban",9,0,0,49,"not_white_collar"
"0",0,1,"N","Y","F","High School",43,"Private",5300,1,"SUV","N",0,0,"N",0,"Urban",8,9,6478,37,"not_white_collar"
"0",0,0,"N","Y","M","PhD",12,"Commercial",28510,4,"Panel Truck","Y",0,0,"Y",0,"Urban",20,8,117338,48,"not_white_collar"
"1",0,0,"N","N","F","Bachelors",61,"Private",12520,9,"SUV","N",8533,1,"Y",7,"Rural",12,13,74385,55,"white_collar"
"0",0,4,"N","Y","M","High School",30,"Private",19670,6,"Van","Y",0,0,"N",0,"Urban",8,14,47217,43,"not_white_collar"
"0",0,0,"N","Y","M","Masters",20,"Commercial",33010,6,"Pickup","Y",0,0,"N",0,"Urban",20,9,133130,62,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",22,"Private",37580,9,"Minivan","N",0,0,"N",0,"Urban",1,8,76134,47,"white_collar"
"0",0,1,"Y","N","M","Bachelors",36,"Commercial",22520,20,"Van","N",3753,1,"N",2,"Urban",6,4,75587,36,"not_white_collar"
"0",0,1,"N","Y","F","High School",31,"Commercial",10710,1,"Minivan","N",3647,2,"N",2,"Urban",6,12,48088,44,"not_white_collar"
"0",0,0,"N","N","M","Masters",34,"Private",30280,10,"Minivan","Y",0,0,"Y",2,"Urban",11,11,136008,48,"white_collar"
"0",0,3,"Y","N","M","High School",24,"Private",12470,10,"Minivan","Y",9237,2,"N",2,"Urban",5,12,14064,31,"not_white_collar"
"0",0,0,"N","Y","F","Masters",28,"Private",24530,1,"SUV","N",0,0,"N",0,"Urban",14,11,83999,40,"white_collar"
"1",0,1,"Y","N","M","Bachelors",45,"Private",13890,4,"Minivan","N",15849,1,"Y",0,"Urban",10,13,37958,40,"not_white_collar"
