"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","tif","red_car","clm_freq","revoked","mvr_pts","urbanicity","home_val","yoj","income","age","job"
"1","N",0,"N","Y","F","High School",52,"Commercial",10,"N",3,"Y",2,"Urban",186013,8,55742,54,"Blue Collar"
"1","N",0,"N","N","F","Masters",39,"Private",4,"N",0,"N",0,"Urban",0,14,81438,54,"Professional"
"0","Y",2,"N","Y","M","Bachelors",78,"Commercial",7,"Y",0,"N",4,"Rural",199049,13,45777,40,"Professional"
"0","N",0,"N","N","F","Bachelors",22,"Commercial",3,"N",3,"N",2,"Urban",0,10,98120,38,"Blue Collar"
"1","Y",2,"Y","N","F","High School",42,"Private",4,"N",2,"N",1,"Urban",158234,10,36230,42,"Blue Collar"
"0","N",0,"N","Y","M","High School",51,"Private",6,"Y",0,"N",4,"Urban",196790,12,37384,43,"Professional"
"0","N",0,"N","Y","F","High School",40,"Commercial",6,"N",0,"N",2,"Urban",217475,10,36339,41,"Blue Collar"
"0","N",3,"N","Y","F","High School",14,"Private",7,"N",0,"N",1,"Urban",209526,18,77865,45,"Blue Collar"
"0","N",0,"N","N","M","Masters",48,"Commercial",9,"Y",0,"N",0,"Urban",0,11,97706,53,"Professional"
"0","N",0,"N","Y","M","Bachelors",40,"Private",6,"Y",1,"N",6,"Urban",197046,15,63049,53,"Professional"
"1","N",1,"Y","N","M","Bachelors",30,"Commercial",6,"Y",1,"N",3,"Urban",57484,14,42667,32,"Professional"
"0","N",3,"Y","N","F","High School",33,"Private",7,"N",0,"N",1,"Urban",190220,13,43444,42,"Professional"
"1","Y",1,"Y","N","F","Bachelors",37,"Private",10,"N",2,"N",2,"Urban",0,12,71686,42,"Professional"
"0","N",0,"N","Y","F","Masters",60,"Private",1,"N",0,"N",0,"Rural",105303,0,0,41,"Professional"
"0","Y",3,"N","Y","F","Bachelors",27,"Private",7,"N",0,"N",1,"Urban",176582,14,46878,39,"Professional"
"0","N",0,"N","Y","F","Masters",12,"Private",13,"N",0,"N",0,"Urban",229920,8,78197,27,"Professional"
"0","Y",1,"N","Y","M","Masters",47,"Private",10,"N",3,"N",2,"Urban",289734,11,84342,43,"Professional"
"0","N",1,"N","Y","F","High School",67,"Private",10,"N",2,"N",1,"Urban",115381,9,24178,45,"Professional"
"0","N",0,"N","N","F","High School",40,"Commercial",1,"N",0,"Y",0,"Rural",149105,11,44139,43,"Blue Collar"
"1","N",0,"N","N","M","Bachelors",33,"Commercial",1,"Y",4,"N",2,"Urban",230290,9,69641,33,"Blue Collar"
"0","N",0,"N","Y","F","High School",5,"Private",1,"N",1,"Y",6,"Urban",263363,15,81940,48,"Professional"
"0","N",0,"N","Y","M","High School",38,"Private",7,"Y",1,"N",5,"Urban",52557,13,16005,52,"Professional"
"0","N",0,"N","Y","M","Bachelors",40,"Commercial",9,"Y",2,"N",3,"Urban",147545,15,40564,55,"Professional"
"0","N",1,"N","Y","F","High School",18,"Private",12,"N",0,"N",0,"Urban",217179,13,46381,51,"Professional"
"0","N",0,"N","N","M","High School",24,"Private",1,"Y",0,"N",0,"Urban",0,8,51624,47,"Professional"
"1","N",0,"N","Y","M","High School",27,"Private",7,"N",2,"N",2,"Urban",0,9,13410,28,"Professional"
"0","N",0,"N","Y","F","Bachelors",34,"Private",1,"N",1,"N",4,"Urban",198755,11,61666,51,"Professional"
"0","N",0,"N","Y","M","Bachelors",34,"Commercial",1,"Y",1,"N",1,"Urban",233450,12,64246,47,"Professional"
"0","N",2,"N","Y","M","High School",29,"Private",14,"Y",0,"N",0,"Urban",143354,9,31957,40,"Professional"
"1","N",2,"N","Y","M","High School",5,"Commercial",10,"N",3,"Y",1,"Urban",95447,11,13490,30,"Professional"
"0","N",0,"N","N","M","Masters",21,"Private",1,"Y",0,"N",1,"Urban",0,11,82266,53,"Professional"
"0","Y",2,"N","Y","F","Bachelors",37,"Private",4,"N",0,"N",2,"Rural",150376,13,35101,42,"Professional"
"0","N",1,"N","Y","M","Bachelors",52,"Commercial",3,"N",1,"N",0,"Urban",213950,13,52019,53,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",25,"Commercial",1,"N",3,"N",0,"Urban",99554,12,2346,43,"Professional"
"0","Y",2,"N","Y","F","Bachelors",5,"Private",1,"N",0,"N",1,"Rural",189439,15,40342,38,"Professional"
"0","N",2,"Y","N","F","Masters",42,"Private",11,"N",0,"N",0,"Rural",230394,13,78370,41,"Professional"
"0","N",1,"N","Y","F","Masters",52,"Private",11,"N",0,"N",0,"Urban",227430,11,70029,28,"Professional"
"0","N",2,"Y","N","F","High School",53,"Private",4,"N",2,"N",6,"Rural",160171,13,35907,35,"Professional"
"0","N",0,"N","N","M","High School",23,"Commercial",1,"Y",2,"N",1,"Rural",57484,12,37721,51,"Blue Collar"
"0","N",0,"N","N","F","Masters",50,"Commercial",7,"N",2,"N",2,"Urban",0,9,107414,47,"Professional"
"0","N",0,"N","Y","F","PhD",31,"Private",4,"N",0,"N",1,"Urban",230564,15,45109,46,"Professional"
"0","N",0,"N","Y","M","High School",26,"Commercial",6,"N",3,"N",1,"Urban",125624,9,21913,43,"Professional"
"0","N",0,"N","N","F","Masters",43,"Private",6,"N",1,"N",4,"Urban",0,2,55890,53,"Professional"
"0","N",0,"N","Y","F","Bachelors",36,"Commercial",1,"N",2,"N",0,"Urban",226429,10,70307,46,"Blue Collar"
"0","N",0,"N","N","F","Masters",23,"Private",1,"N",2,"Y",0,"Urban",0,10,82517,47,"Professional"
"0","N",0,"N","Y","F","High School",32,"Private",1,"N",0,"N",0,"Urban",173117,15,39422,55,"Professional"
"1","N",0,"N","N","M","Bachelors",20,"Commercial",17,"N",0,"Y",2,"Urban",0,3,87719,50,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",36,"Private",13,"N",0,"N",1,"Rural",118928,12,8014,55,"Professional"
"1","N",0,"N","N","F","High School",46,"Private",3,"N",1,"N",7,"Urban",0,11,32265,40,"Professional"
"0","N",0,"N","Y","F","High School",48,"Private",1,"N",3,"N",0,"Urban",223804,10,55821,47,"Professional"
"0","N",3,"N","Y","F","Masters",15,"Private",1,"N",0,"N",5,"Urban",272278,15,98655,37,"Professional"
"0","N",1,"N","Y","M","High School",9,"Private",10,"Y",0,"N",1,"Urban",121175,11,35136,34,"Professional"
"0","N",0,"N","N","M","High School",39,"Commercial",7,"Y",0,"N",0,"Rural",228990,12,33809,44,"Professional"
"0","N",0,"N","N","M","Masters",36,"Commercial",4,"N",3,"N",0,"Urban",433494,12,167661,53,"Professional"
"0","N",0,"N","Y","M","Masters",21,"Private",6,"Y",0,"N",4,"Urban",159710,10,44705,37,"Professional"
"0","N",0,"N","Y","F","Bachelors",27,"Private",10,"N",0,"Y",1,"Urban",185521,13,40564,53,"Professional"
"1","N",0,"N","Y","F","Bachelors",48,"Commercial",1,"N",1,"N",7,"Urban",166535,13,44320,56,"Professional"
"0","N",0,"N","N","M","Masters",39,"Commercial",10,"Y",0,"N",2,"Urban",0,13,154956,52,"Professional"
"1","N",0,"N","N","F","High School",30,"Private",1,"N",3,"N",0,"Urban",0,10,7452,58,"Professional"
"1","N",2,"N","Y","F","Bachelors",37,"Private",1,"N",0,"Y",0,"Urban",224623,14,73694,42,"Professional"
"0","N",0,"N","Y","F","High School",74,"Private",6,"N",0,"N",0,"Rural",180830,13,57536,52,"Professional"
"1","Y",3,"N","Y","F","High School",5,"Private",13,"N",0,"N",2,"Urban",175534,9,44786,45,"Professional"
"1","N",1,"N","Y","F","Bachelors",28,"Private",4,"N",0,"N",0,"Urban",234014,6,56014,39,"Professional"
"0","N",0,"N","N","F","Bachelors",17,"Commercial",6,"N",0,"N",1,"Rural",215332,12,38760,47,"Professional"
"0","N",0,"N","N","M","Bachelors",15,"Private",1,"Y",0,"N",0,"Urban",0,13,52955,46,"Professional"
"0","Y",1,"N","Y","F","High School",29,"Private",4,"N",0,"N",0,"Urban",123199,12,33197,34,"Professional"
"0","N",4,"Y","N","M","High School",35,"Private",1,"Y",0,"N",0,"Rural",0,17,22699,37,"Professional"
"0","N",0,"N","N","F","Masters",34,"Private",1,"N",0,"N",3,"Urban",370578,10,144448,46,"Professional"
"0","N",1,"N","Y","M","High School",6,"Private",3,"Y",1,"Y",0,"Urban",137585,12,28162,30,"Professional"
"0","N",0,"N","Y","F","High School",54,"Private",4,"N",0,"N",0,"Rural",178681,12,39934,49,"Professional"
"0","N",0,"N","Y","F","High School",28,"Private",13,"N",0,"N",0,"Rural",124115,10,33333,46,"Professional"
"0","N",2,"N","Y","M","PhD",16,"Private",6,"Y",0,"Y",1,"Urban",243198,17,65901,41,"Professional"
"1","N",1,"N","Y","F","High School",36,"Private",1,"N",2,"N",8,"Urban",83843,0,0,57,"Professional"
"1","Y",3,"Y","N","F","Bachelors",30,"Private",1,"N",2,"N",3,"Urban",296274,16,96613,40,"Professional"
"0","N",0,"N","Y","F","Bachelors",25,"Private",3,"N",0,"N",0,"Rural",218149,13,46195,36,"Professional"
"0","N",0,"N","Y","F","PhD",43,"Private",1,"N",0,"N",2,"Urban",344629,17,112685,53,"Professional"
"0","N",1,"N","Y","F","Bachelors",28,"Private",1,"N",0,"Y",0,"Urban",234014,6,56014,39,"Professional"
"0","N",0,"N","N","M","High School",43,"Commercial",7,"Y",0,"N",1,"Rural",177386,8,62294,28,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",33,"Commercial",1,"N",0,"N",1,"Rural",274393,14,99224,46,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",58,"Private",4,"Y",0,"N",0,"Urban",176785,15,58231,53,"Professional"
"0","N",0,"N","N","F","High School",5,"Private",22,"N",1,"N",4,"Urban",0,10,31869,39,"Professional"
"0","N",2,"Y","N","F","Bachelors",23,"Private",1,"N",0,"N",0,"Urban",0,14,57857,44,"Professional"
"1","N",0,"N","N","F","Bachelors",19,"Commercial",1,"N",0,"Y",2,"Urban",0,9,57890,38,"Professional"
"0","N",4,"N","Y","F","High School",12,"Commercial",10,"N",1,"N",0,"Urban",169596,16,42579,30,"Blue Collar"
"0","N",0,"N","N","F","High School",46,"Commercial",4,"N",0,"N",0,"Urban",0,4,64617,44,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",43,"Commercial",4,"Y",0,"N",0,"Urban",291191,9,101863,37,"Professional"
"1","N",1,"Y","N","F","Bachelors",38,"Private",1,"Y",1,"N",4,"Urban",0,7,6862,24,"Professional"
"0","N",0,"N","Y","F","Masters",41,"Private",6,"N",0,"N",2,"Urban",345278,14,110556,44,"Professional"
"0","N",0,"N","Y","M","Bachelors",7,"Commercial",6,"N",0,"N",0,"Urban",242648,15,66293,57,"Professional"
"1","N",0,"N","Y","F","High School",22,"Private",1,"N",0,"N",0,"Urban",0,0,8014,52,"Professional"
"0","N",0,"N","Y","F","Masters",21,"Private",4,"N",1,"Y",2,"Urban",82289,10,7231,55,"Professional"
"0","N",0,"N","Y","M","High School",9,"Commercial",1,"Y",0,"N",1,"Urban",277837,15,95637,49,"Blue Collar"
"0","N",0,"N","N","F","Masters",16,"Private",6,"N",0,"N",2,"Urban",0,12,82599,52,"Professional"
"0","N",1,"N","Y","F","High School",11,"Private",9,"N",0,"N",0,"Urban",231102,15,58184,51,"Professional"
"0","N",0,"N","N","F","Bachelors",38,"Private",1,"N",2,"N",6,"Urban",0,11,122934,51,"Professional"
"0","N",0,"N","Y","M","Bachelors",42,"Commercial",13,"Y",2,"N",4,"Urban",257921,12,80657,48,"Blue Collar"
"0","N",0,"N","Y","F","High School",23,"Private",6,"N",0,"N",2,"Urban",126038,10,19718,48,"Professional"
"0","N",2,"N","Y","M","High School",21,"Private",1,"Y",0,"N",0,"Urban",115797,0,0,45,"Professional"
"0","N",0,"N","N","F","Bachelors",43,"Commercial",10,"N",4,"N",4,"Urban",215250,14,77728,51,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",34,"Private",9,"Y",0,"N",1,"Urban",0,16,73056,53,"Professional"
"0","N",0,"N","N","F","Masters",54,"Private",1,"N",2,"N",6,"Urban",0,10,93543,46,"Professional"
"0","N",0,"N","Y","M","Masters",14,"Private",7,"Y",0,"N",0,"Urban",58365,12,1590,54,"Professional"
"0","N",1,"N","Y","F","Bachelors",32,"Commercial",6,"N",0,"Y",0,"Urban",0,9,17645,31,"Professional"
"0","N",0,"N","N","F","Masters",54,"Commercial",4,"N",0,"N",1,"Rural",0,13,40460,47,"Blue Collar"
"0","N",0,"N","N","F","High School",14,"Private",10,"N",0,"N",0,"Rural",0,12,15542,51,"Blue Collar"
"0","N",0,"N","Y","M","High School",52,"Private",1,"Y",0,"N",1,"Rural",101352,5,25123,38,"Professional"
"0","N",0,"N","Y","M","High School",20,"Commercial",1,"Y",0,"N",0,"Rural",217253,14,52814,47,"Blue Collar"
"1","Y",3,"N","Y","M","Bachelors",25,"Commercial",4,"N",1,"Y",2,"Urban",296277,10,116018,45,"Professional"
"0","N",0,"N","Y","F","Masters",43,"Private",7,"N",0,"N",0,"Rural",405910,6,147666,52,"Professional"
"0","N",0,"N","Y","M","Masters",28,"Private",6,"N",0,"N",0,"Urban",317665,11,92321,50,"Professional"
"0","N",0,"N","Y","F","Masters",36,"Private",1,"N",0,"N",0,"Urban",236431,11,86434,47,"Professional"
"0","N",1,"N","Y","F","High School",48,"Private",6,"N",0,"N",2,"Rural",59185,9,7989,27,"Professional"
"0","N",0,"N","Y","M","PhD",64,"Commercial",6,"Y",0,"N",3,"Urban",281200,13,129274,42,"Professional"
"0","N",1,"N","Y","M","Bachelors",46,"Commercial",1,"Y",2,"N",1,"Rural",0,9,24234,25,"Professional"
"0","N",0,"N","Y","F","Bachelors",28,"Private",1,"N",3,"N",2,"Urban",99200,0,0,46,"Professional"
"0","N",0,"N","N","F","Masters",43,"Private",6,"N",2,"N",5,"Urban",0,9,64677,36,"Professional"
"0","Y",3,"N","Y","F","High School",43,"Private",6,"N",0,"N",0,"Rural",265815,15,74483,44,"Professional"
"0","N",0,"N","N","M","Masters",28,"Private",11,"Y",2,"N",0,"Urban",0,9,117252,49,"Professional"
"1","Y",2,"N","Y","F","Masters",23,"Private",7,"N",2,"Y",0,"Urban",306854,15,105563,41,"Professional"
"0","N",0,"N","Y","F","High School",38,"Private",1,"N",1,"N",0,"Urban",207429,13,63212,54,"Professional"
"0","N",0,"N","Y","F","Masters",8,"Private",1,"N",0,"N",3,"Urban",170744,14,39075,46,"Professional"
"0","N",1,"Y","N","F","Bachelors",18,"Private",1,"N",1,"N",6,"Urban",202178,13,62886,46,"Professional"
"0","Y",3,"N","Y","M","High School",23,"Commercial",4,"Y",0,"N",0,"Rural",146180,14,33150,40,"Professional"
"1","N",1,"N","Y","F","PhD",29,"Private",2,"N",0,"N",0,"Urban",307155,12,112943,33,"Professional"
"1","Y",1,"Y","N","M","High School",48,"Private",4,"N",0,"N",3,"Urban",0,10,36365,45,"Professional"
"1","Y",2,"Y","N","M","High School",34,"Private",6,"Y",1,"N",3,"Rural",0,10,35990,36,"Professional"
"0","N",0,"N","Y","M","Masters",55,"Commercial",11,"Y",2,"N",0,"Urban",308402,12,102191,50,"Professional"
"0","Y",1,"N","Y","F","High School",28,"Private",11,"N",0,"N",0,"Urban",129516,12,19237,44,"Professional"
"0","N",0,"N","Y","M","Masters",20,"Commercial",13,"Y",0,"N",1,"Urban",348409,8,132767,46,"Professional"
"1","N",2,"Y","N","F","Bachelors",40,"Commercial",9,"N",2,"N",3,"Urban",253542,10,99325,35,"Blue Collar"
"0","N",0,"N","Y","M","Masters",44,"Private",4,"Y",0,"N",2,"Urban",407959,11,183410,47,"Professional"
"0","N",3,"N","Y","M","Bachelors",34,"Commercial",1,"Y",0,"N",1,"Rural",255868,18,69483,59,"Blue Collar"
"0","N",1,"N","Y","F","Masters",46,"Private",4,"N",1,"N",0,"Urban",180901,11,55341,37,"Professional"
"0","N",0,"N","Y","F","Masters",31,"Private",10,"N",0,"N",3,"Urban",319354,10,130607,41,"Professional"
"0","N",0,"N","Y","F","PhD",31,"Private",6,"N",0,"N",0,"Urban",358420,4,135157,43,"Professional"
"0","N",2,"Y","N","M","Bachelors",38,"Private",6,"Y",3,"N",5,"Urban",362176,11,132463,30,"Professional"
"1","N",0,"N","Y","M","PhD",38,"Commercial",6,"Y",0,"N",1,"Urban",525566,9,215536,43,"Professional"
"1","N",0,"N","Y","F","PhD",42,"Commercial",1,"N",0,"N",1,"Urban",486015,9,180783,50,"Professional"
"0","N",2,"N","Y","M","Bachelors",25,"Private",1,"Y",2,"Y",5,"Urban",203433,12,71237,40,"Professional"
"0","N",0,"N","N","M","Bachelors",34,"Private",17,"N",2,"N",2,"Urban",239831,6,45551,49,"Professional"
"0","N",0,"N","Y","M","High School",51,"Commercial",6,"N",0,"N",1,"Rural",170380,16,36431,51,"Professional"
"0","N",0,"N","N","F","High School",48,"Commercial",10,"N",0,"N",0,"Rural",0,0,0,40,"Professional"
"1","N",2,"N","Y","M","High School",26,"Commercial",1,"Y",0,"N",1,"Urban",197613,14,58973,33,"Blue Collar"
"0","Y",3,"Y","N","M","Masters",14,"Commercial",4,"Y",1,"N",1,"Urban",309216,10,107765,37,"Professional"
"1","N",2,"N","Y","F","High School",50,"Commercial",1,"N",0,"N",6,"Urban",127941,13,8746,35,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",37,"Commercial",10,"N",0,"N",0,"Rural",152641,9,53982,26,"Blue Collar"
"0","Y",4,"N","Y","F","High School",37,"Private",11,"N",0,"Y",0,"Urban",0,15,9950,42,"Professional"
"0","N",0,"N","N","F","High School",26,"Private",4,"N",0,"N",3,"Urban",142226,8,32994,35,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",27,"Private",10,"N",0,"N",0,"Urban",214963,11,44427,55,"Professional"
"0","N",0,"N","Y","M","Bachelors",39,"Private",4,"Y",0,"N",0,"Urban",286631,10,87020,48,"Blue Collar"
"1","N",0,"N","N","F","Bachelors",52,"Private",3,"N",0,"N",5,"Urban",0,0,0,49,"Professional"
"0","N",1,"N","Y","F","High School",43,"Private",1,"N",0,"N",0,"Urban",114124,9,6478,37,"Professional"
"0","N",0,"N","Y","M","PhD",12,"Commercial",4,"Y",0,"Y",0,"Urban",331818,8,117338,48,"Professional"
"1","N",0,"N","N","F","Bachelors",61,"Private",9,"N",1,"Y",7,"Rural",57484,13,74385,55,"Professional"
"0","N",4,"N","Y","M","High School",30,"Private",6,"Y",0,"N",0,"Urban",181625,14,47217,43,"Blue Collar"
"0","N",0,"N","Y","M","Masters",20,"Commercial",6,"Y",0,"N",0,"Urban",342825,9,133130,62,"Professional"
"0","N",0,"N","Y","M","Bachelors",22,"Private",9,"N",0,"N",0,"Urban",218823,8,76134,47,"Professional"
"0","N",1,"Y","N","M","Bachelors",36,"Commercial",20,"N",1,"N",2,"Urban",0,4,75587,36,"Blue Collar"
"0","N",1,"N","Y","F","High School",31,"Commercial",1,"N",2,"N",2,"Urban",131782,12,48088,44,"Blue Collar"
"0","N",0,"N","N","M","Masters",34,"Private",10,"Y",0,"Y",2,"Urban",0,11,136008,48,"Professional"
"0","N",3,"Y","N","M","High School",24,"Private",10,"Y",2,"N",2,"Urban",0,12,14064,31,"Professional"
"0","N",0,"N","Y","F","Masters",28,"Private",1,"N",0,"N",0,"Urban",224899,11,83999,40,"Professional"
"1","N",1,"Y","N","M","Bachelors",45,"Private",4,"N",1,"Y",0,"Urban",0,13,37958,40,"Professional"
"0","Y",2,"N","Y","F","High School",46,"Private",6,"N",0,"N",0,"Rural",99103,0,8014,39,"Professional"
"1","N",1,"N","Y","F","High School",49,"Private",1,"N",0,"N",0,"Urban",19752,11,13812,33,"Professional"
"0","N",0,"N","Y","F","Bachelors",25,"Private",12,"N",0,"Y",0,"Urban",240194,11,90295,37,"Professional"
"0","N",0,"N","Y","M","Masters",56,"Private",1,"N",1,"N",4,"Urban",392573,14,121900,51,"Professional"
"0","Y",2,"Y","N","M","Masters",32,"Private",11,"Y",0,"N",1,"Urban",224831,5,71424,35,"Professional"
"0","N",0,"N","Y","M","Masters",39,"Private",7,"N",0,"N",3,"Urban",268333,12,97821,38,"Professional"
"0","N",0,"N","N","M","High School",39,"Commercial",1,"Y",0,"N",0,"Rural",141398,15,24503,48,"Blue Collar"
"1","N",0,"N","N","M","High School",50,"Private",1,"N",3,"Y",1,"Urban",0,9,18939,41,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",38,"Private",7,"Y",0,"Y",1,"Urban",345288,13,102872,44,"Professional"
"1","N",2,"Y","N","F","High School",28,"Private",1,"N",2,"N",1,"Urban",0,0,0,32,"Professional"
"0","N",0,"N","Y","M","High School",37,"Private",1,"Y",1,"N",3,"Rural",19752,0,0,25,"Professional"
"1","N",0,"N","Y","F","High School",29,"Commercial",1,"N",0,"Y",0,"Urban",137865,12,30377,48,"Blue Collar"
"0","N",3,"N","Y","M","High School",5,"Private",1,"Y",2,"N",7,"Urban",75925,15,7585,36,"Professional"
"0","Y",2,"N","Y","F","Bachelors",74,"Private",4,"N",0,"N",0,"Rural",158126,15,44224,41,"Professional"
"0","N",0,"N","N","M","Bachelors",5,"Commercial",1,"N",0,"N",0,"Urban",0,7,83550,43,"Professional"
"0","N",0,"N","N","M","High School",42,"Private",6,"N",0,"N",0,"Rural",98860,6,8252,49,"Professional"
"1","N",2,"Y","N","F","Bachelors",43,"Private",7,"N",0,"N",0,"Urban",0,12,106722,30,"Professional"
"1","Y",3,"N","Y","F","High School",43,"Private",17,"N",0,"N",0,"Urban",100519,14,12284,43,"Professional"
"0","N",0,"N","Y","F","High School",55,"Commercial",1,"N",2,"N",0,"Urban",286479,13,92182,52,"Blue Collar"
"0","N",2,"N","Y","M","High School",54,"Private",10,"N",0,"N",0,"Urban",162024,10,49299,35,"Blue Collar"
"1","Y",2,"Y","N","F","High School",37,"Commercial",6,"N",2,"N",2,"Urban",0,8,57379,42,"Blue Collar"
"1","N",2,"Y","N","F","High School",35,"Private",4,"N",2,"N",1,"Urban",0,13,33809,41,"Professional"
"0","N",0,"N","Y","F","Masters",5,"Private",6,"N",0,"N",0,"Urban",116913,5,40264,46,"Professional"
"0","N",4,"Y","N","M","High School",58,"Commercial",14,"Y",0,"N",3,"Rural",0,0,0,24,"Professional"
"1","Y",2,"N","Y","F","Masters",51,"Private",1,"N",2,"N",3,"Urban",177908,9,44661,42,"Professional"
"0","N",0,"N","Y","M","Masters",24,"Private",7,"N",0,"N",0,"Urban",236707,12,78796,45,"Professional"
"1","N",3,"Y","N","M","High School",53,"Private",3,"Y",0,"N",5,"Urban",0,10,27239,23,"Professional"
"0","N",2,"N","Y","F","High School",42,"Private",1,"N",0,"N",4,"Rural",0,9,591,37,"Professional"
"0","N",2,"Y","N","M","Bachelors",19,"Private",7,"N",0,"N",0,"Urban",0,6,131148,45,"Professional"
"0","N",0,"N","Y","F","PhD",43,"Private",6,"N",0,"N",0,"Rural",110627,0,0,65,"Professional"
"0","N",3,"Y","N","M","PhD",11,"Commercial",1,"Y",0,"N",0,"Urban",544976,14,227092,45,"Professional"
"0","N",2,"N","Y","M","Masters",31,"Private",6,"Y",0,"N",0,"Urban",323805,13,103093,45,"Professional"
"0","N",0,"N","Y","M","Masters",30,"Private",4,"Y",0,"N",0,"Urban",295463,9,107537,45,"Professional"
"0","N",0,"N","Y","M","Masters",60,"Commercial",4,"N",0,"N",0,"Urban",285139,12,87793,55,"Professional"
"1","Y",3,"N","Y","F","High School",26,"Private",15,"N",2,"N",0,"Urban",197173,13,42891,42,"Professional"
"1","N",0,"N","Y","F","Masters",42,"Private",1,"N",0,"N",0,"Urban",247991,12,66101,43,"Professional"
"0","N",0,"N","Y","M","Masters",51,"Private",10,"Y",0,"N",0,"Urban",158811,16,19394,54,"Professional"
"0","N",0,"N","Y","F","Bachelors",5,"Private",4,"N",0,"N",3,"Urban",198019,16,70497,49,"Professional"
"1","N",3,"N","Y","M","High School",40,"Private",1,"N",3,"N",0,"Rural",119210,11,28726,26,"Professional"
"1","N",0,"N","N","M","High School",24,"Private",1,"Y",0,"N",0,"Urban",292964,11,112687,30,"Professional"
"0","N",0,"N","Y","M","Bachelors",52,"Commercial",4,"Y",0,"N",0,"Rural",243854,13,83937,59,"Blue Collar"
"0","N",2,"N","Y","F","High School",28,"Commercial",4,"N",0,"N",0,"Rural",198173,14,54109,33,"Blue Collar"
"0","N",2,"N","Y","F","Bachelors",23,"Private",1,"N",0,"N",0,"Urban",218781,16,63479,45,"Professional"
"0","N",3,"N","Y","M","High School",32,"Commercial",6,"N",0,"N",1,"Rural",124867,16,32959,45,"Blue Collar"
"0","N",0,"N","N","F","Bachelors",21,"Private",10,"N",0,"N",0,"Urban",0,10,106944,39,"Blue Collar"
"0","N",0,"N","Y","F","Masters",10,"Private",11,"N",2,"N",3,"Urban",222348,6,84736,44,"Professional"
"1","N",0,"N","N","F","High School",51,"Commercial",11,"N",4,"Y",1,"Urban",0,14,63535,56,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",30,"Private",10,"N",0,"N",0,"Urban",227214,7,62069,50,"Professional"
"0","N",1,"N","Y","F","Bachelors",47,"Private",4,"N",0,"N",0,"Urban",0,10,26119,31,"Professional"
"0","N",0,"N","Y","M","Masters",16,"Private",11,"Y",0,"N",0,"Urban",302628,7,93870,57,"Professional"
"1","N",0,"N","N","F","PhD",40,"Commercial",1,"N",0,"N",5,"Urban",0,10,216985,57,"Professional"
"0","N",0,"N","N","F","Masters",31,"Private",6,"N",0,"N",1,"Urban",0,11,54920,51,"Professional"
"0","N",0,"N","Y","M","Bachelors",17,"Private",4,"Y",2,"N",0,"Urban",229425,13,66196,49,"Professional"
"0","N",0,"N","Y","M","High School",66,"Private",4,"Y",2,"N",2,"Urban",223491,11,77501,47,"Professional"
"0","N",2,"Y","N","F","Bachelors",23,"Private",13,"N",0,"N",0,"Urban",340085,15,136334,38,"Professional"
"0","N",0,"N","N","F","High School",18,"Private",10,"N",1,"N",3,"Urban",0,14,12280,70,"Professional"
"0","N",0,"N","Y","F","Masters",18,"Private",1,"N",0,"N",0,"Urban",496550,12,176037,53,"Professional"
"1","N",0,"N","N","F","Masters",49,"Private",1,"N",0,"N",0,"Rural",322978,13,103555,58,"Professional"
"1","N",0,"N","Y","M","High School",7,"Commercial",1,"Y",2,"N",1,"Urban",90212,13,33809,39,"Professional"
"0","N",5,"N","Y","M","High School",24,"Private",4,"Y",0,"N",0,"Urban",0,0,0,32,"Professional"
"0","N",1,"Y","N","F","PhD",40,"Private",9,"N",0,"N",5,"Urban",0,9,67175,37,"Professional"
"1","N",0,"N","N","F","High School",24,"Private",4,"N",0,"Y",1,"Urban",0,9,40408,48,"Professional"
"0","N",0,"N","Y","F","Masters",25,"Private",4,"N",0,"Y",3,"Urban",143909,11,24447,37,"Professional"
"0","N",1,"N","Y","F","PhD",40,"Private",6,"N",1,"Y",3,"Urban",87721,16,35794,44,"Professional"
"0","N",0,"N","Y","F","PhD",23,"Commercial",1,"N",0,"N",2,"Urban",379399,12,143716,47,"Professional"
"0","N",2,"N","Y","F","Bachelors",24,"Private",10,"N",0,"N",2,"Urban",246002,13,72727,45,"Professional"
"0","N",0,"N","Y","M","PhD",22,"Commercial",10,"N",0,"N",1,"Urban",296150,12,112685,54,"Professional"
"0","N",0,"N","N","F","PhD",50,"Commercial",1,"N",0,"N",3,"Urban",559830,12,227493,50,"Professional"
"0","N",0,"N","Y","F","High School",22,"Private",17,"N",2,"N",0,"Urban",227786,11,63239,47,"Professional"
"0","N",2,"Y","N","M","Masters",26,"Private",1,"N",3,"N",4,"Urban",143884,13,26840,39,"Professional"
"0","N",0,"N","Y","M","Masters",49,"Private",10,"Y",0,"Y",0,"Urban",260892,11,87967,40,"Professional"
